Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments
Symantec / Thawte,"thawte, Inc.","(c) 2008 thawte, Inc. - For authorized use only",thawte Primary Root CA - G3,F1:8B:53:8D:1B:E9:03:B6:A6:F0:56:43:5B:17:15:89:CA:F3:6B:F2,2008 Apr 02,2037 Dec 01,2048,SHA-256,Code; Websites,2.16.840.1.113733.1.7.48.1,https://bugzilla.mozilla.org/show_bug.cgi?id=484903,NSS 3.12.5,Firefox 3.6,https://ssltest8.bbtest.net,,http://www.thawte.com,http://www.thawte.com/repository,http://www.thawte.com/cps/index.html,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1566&file=pdf,KPMG,WebTrust,2014.06.18,
GoDaddy,"The Go Daddy Group, Inc.",Go Daddy Class 2 Certification Authority,Go Daddy Class 2 CA,27:96:BA:E6:3F:18:01:E2:77:26:1B:A0:D7:77:70:02:8F:20:EE:E4,2004 Jun 29,2034 Jun 29,2048,SHA-1,Code; Email; Websites,2.16.840.1.114413.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=284677,NSS 3.10,Firefox 1,https://valid.gdi.catest.godaddy.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,
Comodo,The USERTRUST Network,,USERTrust ECC Certification Authority,D1:CB:CA:5D:B2:D5:2A:7F:69:3B:67:4D:E5:F0:5A:1D:0C:95:7D:F0,2010 Feb 01,2038 Jan 18,ECC P-384,ECC,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=606947,NSS 3.17.3,Firefox 36,https://usertrustecccertificationauthority-ev.comodoca.com,None,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,
Comodo,The USERTRUST Network,,USERTrust RSA Certification Authority,2B:8F:1B:57:33:0D:BB:A2:D0:7A:6C:51:F7:0E:E9:0D:DA:B9:AD:8E,2010 Feb 01,2038 Jan 18,4096,SHA-384,Code; Email; Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=606947,NSS 3.17.3,Firefox 36,https://usertrustrsacertificationauthority-ev.comodoca.com,None,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,
Comodo,The USERTRUST Network,http://www.usertrust.com,UTN - DATACorp SGC,58:11:9F:0E:12:82:87:EA:50:FD:D9:87:45:6F:4F:78:DC:FA:D6:D4,1999 Jun 24,2019 Jun 24,2048,SHA-1,Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,https://utndatacorpsgc-ev.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,
Comodo,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Client Authentication and Email,B1:72:B1:A5:6D:95:F9:1F:E5:02:87:E1:4D:37:EA:6A:44:63:76:8A,1999 Jul 09,2019 Jul 09,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,Not applicable,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,
Comodo,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Hardware,04:83:ED:33:99:AC:36:08:05:87:22:ED:BC:5E:46:00:E3:BE:F9:D7,1999 Jul 09,2019 Jul 09,2048,SHA-1,Websites,1.3.6.1.4.1.6449.1.2.1.5.1,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,https://utnuserfirsthardware-ev.comodoca.com/,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,https://cert.webtrust.org/SealFile?seal=1746&file=pdf,Ernst & Young,WebTrust,2014.09.10,
Symantec / VeriSign,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Network Applications,5D:98:9C:DB:15:96:11:36:51:65:64:1B:56:0F:DB:EA:2A:C2:3E:F1,1999 Jul 09,2019 Jul 09,2048,SHA-1,All Trust Bits Turned Off,Not EV,legacy,,Firefox 1,Not applicable,,http://www.symantec.com,,,,,,,,,
Comodo,The USERTRUST Network,http://www.usertrust.com,UTN-USERFirst-Object,E1:2D:FB:4B:41:D7:D9:C3:2B:30:51:4B:AC:1D:81:D8:38:5E:2D:46,1999 Jul 09,2019 Jul 09,2048,SHA-1,Code,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=242610,NSS 3.9.6,Firefox 1,Not applicable,,http://www.comodo.com/,http://www.comodo.com/about/comodo-agreements.php,http://www.comodo.com/about/comodo-agreements.php,https://cert.webtrust.org/SealFile?seal=1743&file=pdf,https://cert.webtrust.org/SealFile?seal=1742&file=pdf,,Ernst & Young,WebTrust,2014.09.10,
Trustis,Trustis Limited,Trustis FPS Root CA,Trustis FPS Root CA,3B:C0:38:0B:33:C3:F6:A6:0C:86:15:22:93:D9:DF:F5:4B:81:C0:04,2003 Dec 23,2024 Jan 21,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=577665,NSS 3.13.6,Firefox 16,https://www.trustis.com,,http://www.trustis.com/,http://www.trustis.com/pki/fpsia/,http://www.trustis.com/pki/fpsia/,https://bug577665.bugzilla.mozilla.org/attachment.cgi?id=8595470,https://bug577665.bugzilla.mozilla.org/attachment.cgi?id=8595470,,Lloyd's Register Quality Assurance Limited (LRQA),ETSI TS 102 042,2015.03.01,
"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)",Türkiye Bilimsel ve Teknolojik Araştırma Kurumu - TÜBİTAK,Kamu Sertifikasyon Merkezi,TÜBİTAK UEKAE Kök Sertifika Hizmet Sağlayıcısı - Sürüm 3,1B:4B:39:61:26:27:6B:64:91:A2:68:6D:D7:02:43:21:2D:1F:1D:96,2007 Aug 24,2017 Aug 21,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=381974,NSS 3.12.5,Firefox 3.6,https://nesbireysel.kamusm.gov.tr/nb.go,,http://www.kamusm.gov.tr/,http://www.kamusm.gov.tr/BilgiDeposu/KSM_NES_SI/KSM_NES_SI.pdf,http://www.kamusm.gov.tr/BilgiDeposu/KSM_NES_SUE/KSM_NES_SUE.pdf,http://www.kamusm.gov.tr/dosyalar/mevzuat/kanunlar/KamuSM_Memorandum.jpg,NONE!,,ICTA,ETSI TS 102 042,2014.08.26,http://www.btk.gov.tr/bilgi_teknolojileri/elektronik_imza/eshs.php
TurkTrust,TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. (c) Aralık 2007,,TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı,F1:7F:6F:B6:31:DC:99:E3:A3:C8:7F:FE:1C:F1:81:10:88:D9:60:33,2007 Dec 25,2017 Dec 22,2048,SHA-1,Code; Websites,2.16.792.3.0.3.1.1.5,https://bugzilla.mozilla.org/show_bug.cgi?id=433845,NSS 3.15,Firefox 23,https://evssl.turktrust.com.tr/,,http://www.turktrust.com.tr,http://www.turktrust.com.tr/en/repository,http://www.turktrust.com.tr/en/repository,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,BSI,ETSI TS 102 042,2014.12.19,
TurkTrust,TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. (c) Kasım 2005,,TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı,B4:35:D4:E1:11:9D:1C:66:90:A7:49:EB:B3:94:BD:63:7B:A7:82:B7,2005 Nov 07,2015 Sep 16,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=380635,NSS 3.11.9,Firefox 2,http://www.turktrust.com.tr/,,http://www.turktrust.com.tr,http://www.turktrust.com.tr/en/repository,http://www.turktrust.com.tr/en/repository,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,,BSI,ETSI TS 102 042,2014.12.19,
Unizeto Certum,Unizeto Sp. z o.o.,,Certum CA,62:52:DC:40:F7:11:43:A2:2F:DE:9E:F7:34:8E:06:42:51:B1:81:18,2002 Jun 11,2027 Jun 11,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=167572,NSS 3.9.3,Firefox 1,https://certum-ca.certum.pl,,http://www.certum.pl,http://www.certum.eu/certum/313016.xml,http://www.certum.eu/certum/313016.xml,https://cert.webtrust.org/SealFile?seal=1697&file=pdf,https://cert.webtrust.org/SealFile?seal=1699&file=pdf,,Ernst & Young,WebTrust,2014.07.09,
Unizeto Certum,Unizeto Technologies S.A.,Certum Certification Authority,Certum Trusted Network CA,07:E0:32:E0:20:B7:2C:3F:19:2F:06:28:A2:59:3A:19:A7:0F:06:9E,2008 Oct 22,2029 Dec 31,2048,SHA-1,Code; Email; Websites,1.2.616.1.113527.2.5.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=532377,NSS 3.12.10,Firefox 6.0,https://certum-ctnca-ev.certum.pl,,http://www.certum.pl,http://www.certum.eu/certum/313016.xml,http://www.certum.eu/certum/313016.xml,https://cert.webtrust.org/SealFile?seal=1697&file=pdf,https://cert.webtrust.org/SealFile?seal=1699&file=pdf,https://cert.webtrust.org/SealFile?seal=1698&file=pdf,Ernst & Young,WebTrust,2014.07.09,
Symantec / VeriSign,"VeriSign, Inc.",Class 1 Public Primary Certification Authority,VeriSign Class 1 Public PCA,CE:6A:64:A3:09:E4:2F:BB:D9:85:1C:45:3E:64:09:EA:E8:7D:60:F1,1996 Jan 29,2028 Aug 02,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 1 Public PCA - G3,20:42:85:DC:F7:EB:76:41:95:57:8E:13:6B:D4:B7:D1:E9:8E:46:A5,1999 Oct 01,2036 Jul 16,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 1 Public PCA – G2,27:3E:E1:24:57:FD:C4:F9:0C:55:E8:2B:56:16:7F:62:F5:32:E5:47,1998 May 18,2028 Aug 01,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 2 Public PCA - G3,61:EF:43:D7:7F:CA:D4:61:51:BC:98:E0:C3:59:12:AF:9F:EB:63:11,1999 Oct 01,2036 Jul 16,2048,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 2 Public PCA – G2,B3:EA:C4:47:76:C9:C8:1C:EA:F2:9D:95:B6:CC:A0:08:1B:67:EC:9D,1998 May 18,2028 Aug 01,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit not set.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,Migrating customers away from this 1024-bit root. https://bugzilla.mozilla.org/show_bug.cgi?id=936105#c2
Symantec / VeriSign,"VeriSign, Inc.",Class 3 Public Primary Certification Authority,VeriSign Class 3 Public PCA,74:2C:31:92:E6:07:E4:24:EB:45:49:54:2B:E1:BB:C5:3E:61:74:E2,1996 Jan 29,2028 Aug 01,1024,MD2,Email,Not EV,legacy,,Firefox 1,Websites trust bit turned off in Firefox 32.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,Websites trust bit turned off in Firefox 32.,,KPMG,WebTrust,2014.06.18,Websites trust bit turned off in Firefox 32.
Symantec / VeriSign,"VeriSign, Inc.",Class 3 Public Primary Certification Authority,VeriSign Class 3 Public PCA,A1:DB:63:93:91:6F:17:E4:18:55:09:40:04:15:C7:02:40:B0:AE:6B,1996 Jan 29,2028 Aug 02,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,Websites trust bit turned off in Firefox 32.,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,Websites trust bit turned off in Firefox 32.,,KPMG,WebTrust,2014.06.18,Websites trust bit turned off in Firefox 32.
Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G3,13:2D:0D:45:53:4B:69:97:CD:B2:D5:C3:39:E2:55:76:60:9B:5C:C6,1999 Oct 01,2036 Jul 16,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,https://ssltest3.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 2007 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G4,22:D5:D8:DF:8F:02:31:D1:8D:F7:9D:B7:CF:8A:2D:64:C9:3F:6C:3A,2007 Nov 05,2038 Jan 18,ECC,ECC,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409235,NSS 3.12.6,Firefox 3.6.2,https://ssltest48.ssl.symclab.com,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 2006 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA - G5,4E:B6:D5:78:49:9B:1C:CF:5F:58:1E:AD:56:BE:3D:9B:67:44:A5:E5,2006 Nov 08,2036 Jul 16,2048,SHA-1,Code; Email; Websites,2.16.840.1.113733.1.7.23.6,https://bugzilla.mozilla.org/show_bug.cgi?id=402947,NSS 3.11.10,Firefox 3.0.2,https://ssltest1.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 1998 VeriSign, Inc. - For authorized use only",VeriSign Class 3 Public PCA – G2,85:37:1C:A6:E5:50:14:3D:CE:28:03:47:1B:DE:3A:09:E8:F8:77:0F,1998 May 18,2028 Aug 01,1024,SHA-1,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=490895,NSS 3.12.8,Firefox 3.6.12,https://ssltest24.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,,,KPMG,WebTrust,2014.06.18,"Websites and Code Signing trust bits turned off in NSS 3.17.3, Firefox 36."
Symantec / VeriSign,"VeriSign, Inc.","(c) 1999 VeriSign, Inc. - For authorized use only",VeriSign Class 4 Public PCA - G3,C8:EC:8C:87:92:69:CB:4B:AB:39:E9:8D:7E:57:67:F3:14:95:73:9D,1999 Oct 01,2036 Jul 16,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,
Symantec / VeriSign,"VeriSign, Inc.","(c) 2008 VeriSign, Inc. - For authorized use only",VeriSign Universal Root Certification Authority,36:79:CA:35:66:87:72:30:4D:30:A5:FB:87:3B:0F:A7:7B:B7:0D:54,2008 Apr 02,2037 Dec 01,2048,SHA-256,Code; Email; Websites,2.16.840.1.113733.1.7.23.6,https://bugzilla.mozilla.org/show_bug.cgi?id=484901,NSS 3.12.5,Firefox 3.6,https://ssltest26.bbtest.net/,,http://www.symantec.com,https://www.symantec.com/about/profile/policies/repository.jsp,https://www.symantec.com/about/profile/policies/repository.jsp,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1565&file=pdf,KPMG,WebTrust,2014.06.18,
Visa,VISA,Visa International Service Association,Visa eCommerce Root,70:17:9B:86:8C:00:A4:FA:60:91:52:22:3F:9F:3E:32:BD:E0:05:62,2002 Jun 26,2022 Jun 24,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,,,http://www.visa.com,https://bugzilla.mozilla.org/attachment.cgi?id=424314,,https://bug636557.bugzilla.mozilla.org/attachment.cgi?id=8475466,NONE!,,KPMG,WebTrust,2014.06.06,
Wells Fargo Bank N.A.,Wells Fargo WellsSecure,Wells Fargo Bank NA,WellsSecure Public Root Certificate Authority,E7:B4:F6:9D:61:EC:90:69:DB:7E:90:A7:40:1A:3C:F4:7D:4F:E8:EE,2007 Dec 13,2022 Dec 14,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=428390,NSS 3.11.10,Firefox 3.0.2,https://nerys-m1.wellsfargo.com/test.html,,http://www.wellsfargo.com/,http://www.wellsfargo.com/repository,http://www.wellsfargo.com/repository,http://www.wellsfargo.com/repository,NONE!,,KPMG,WebTrust,2014.09.12,
WISeKey,WISeKey,OISTE Foundation Endorsed,OISTE WISeKey Global Root GA CA,59:22:A1:E1:5A:EA:16:35:21:F8:98:39:6A:46:46:B0:44:1B:0F:A9,2005 Dec 11,2037 Dec 11,2048,SHA-1,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=371362,NSS 3.12.4,Firefox 3.5,https://secure.certifyid.com,,http://www.wisekey.com/,https://www.wisekey.com/repository/,https://www.wisekey.com/repository/,https://www.wisekey.com/repository/,NONE!,,WTE,WebTrust,2014.05.27,
WoSign CA Limited,WoSign CA Limited,,CA 沃通根证书,16:32:47:8D:89:F9:21:3A:92:00:85:63:F5:A4:A7:D3:12:40:8A:D6,2009 Aug 08,2039 Aug 08,4096,SHA-256,Code; Email; Websites,1.3.6.1.4.1.36305.6,https://bugzilla.mozilla.org/show_bug.cgi?id=851435,NSS 3.16.3,Firefox 32,https://root2evtest.wosign.com/,,http://www.wosign.com/,http://www.wosign.com/policy/WoSign-Policy-1_2_2.pdf,http://www.wosign.com/policy/cps_e.htm,https://cert.webtrust.org/SealFile?seal=1843&file=pdf,https://cert.webtrust.org/SealFile?seal=1860&file=pdf,https://cert.webtrust.org/SealFile?seal=1842&file=pdf,Ernst & Young,WebTrust,2015.02.28,
WoSign CA Limited,WoSign CA Limited,,Certification Authority of WoSign,B9:42:94:BF:91:EA:8F:B6:4B:E6:10:97:C7:FB:00:13:59:B6:76:CB,2009 Aug 08,2039 Aug 08,4096,SHA-1,Code; Email; Websites,1.3.6.1.4.1.36305.2,https://bugzilla.mozilla.org/show_bug.cgi?id=851435,NSS 3.16.3,Firefox 32,https://root1evtest.wosign.com/,,http://www.wosign.com/,http://www.wosign.com/policy/WoSign-Policy-1_2_2.pdf,http://www.wosign.com/policy/cps_e.htm,https://cert.webtrust.org/SealFile?seal=1843&file=pdf,https://cert.webtrust.org/SealFile?seal=1860&file=pdf,https://cert.webtrust.org/SealFile?seal=1842&file=pdf,Ernst & Young,WebTrust,2015.02.28,
Trustwave,XRamp Security Services Inc,www.xrampsecurity.com,XRamp Global Certification Authority,B8:01:86:D1:EB:9C:86:A5:41:04:CF:30:54:F3:4C:52:B7:E5:58:C6,2004 Nov 01,2035 Jan 01,2048,SHA-1,Code; Email; Websites,2.16.840.1.114404.1.1.2.4.1,https://bugzilla.mozilla.org/show_bug.cgi?id=273189,NSS 3.10,Firefox 1,https://xgcatest.trustwave.com,,http://www.trustwave.com/,https://ssl.trustwave.com/CA/,https://ssl.trustwave.com/CA/,https://cert.webtrust.org/SealFile?seal=1770&file=pdf,https://cert.webtrust.org/SealFile?seal=1772&file=pdf,https://cert.webtrust.org/SealFile?seal=1767&file=pdf,Grant Thornton,WebTrust,2014.11.14,
